,player_id,mode,signal_type,frame_number,num_code
113,61084b29eaf447617f3bf4a3,2,down,2131,"[15, 5, 12]"
114,6108519b1b1796459ad36a47,1,up,804,"[2, 3, 1]"
115,6108519b1b1796459ad36a47,1,up,2148,"[2, 1]"
116,6108519b1b1796459ad36a47,2,up,1443,[1]
117,6108519b1b1796459ad36a47,2,up,2692,"[8, 9]"
118,6108528ed0f643feda6a8bc5,1,down,649,"[2, 18]"
119,6108528ed0f643feda6a8bc5,1,down,1187,[]
120,6108528ed0f643feda6a8bc5,1,up,1536,"[2, 1]"
121,6108528ed0f643feda6a8bc5,2,up,126,[1]
122,6108528ed0f643feda6a8bc5,2,down,765,[]
123,6108528ed0f643feda6a8bc5,2,up,1027,[1]
124,6108528ed0f643feda6a8bc5,2,up,1593,"[1, 7]"
125,6108528ed0f643feda6a8bc5,2,up,1937,[1]
126,61085d9d4bbc4cf358dfb1d7,1,up,268,[1]
127,61085d9d4bbc4cf358dfb1d7,1,up,966,"[3, 1]"
128,61085d9d4bbc4cf358dfb1d7,1,up,2445,[]
129,61085d9d4bbc4cf358dfb1d7,1,up,3109,"[1, 7, 9]"
130,61085d9d4bbc4cf358dfb1d7,2,up,222,[1]
131,61085d9d4bbc4cf358dfb1d7,2,up,958,[1]
132,61085d9d4bbc4cf358dfb1d7,2,up,2059,[2]
133,6108969a42b2e1738ca05309,1,up,54,[1]
134,6108969a42b2e1738ca05309,1,up,453,[1]
135,6108969a42b2e1738ca05309,1,down,665,[2]
136,6108969a42b2e1738ca05309,1,down,1412,"[2, 15]"
137,6108969a42b2e1738ca05309,1,up,1560,"[1, 8]"
138,6108969a42b2e1738ca05309,1,up,1818,[3]
139,6108969a42b2e1738ca05309,2,up,51,[1]
140,6108a9fa94f1d9dbdcb0d322,1,up,3116,[1]
141,6108a9fa94f1d9dbdcb0d322,2,down,1078,[5]
142,6108ac76f73dfaf3c27db5b9,2,up,131,[1]
143,6108ac76f73dfaf3c27db5b9,2,up,1204,[1]
144,6108ac76f73dfaf3c27db5b9,2,up,2155,"[1, 7]"
145,6108ac76f73dfaf3c27db5b9,2,up,2489,[2]
146,6108ac76f73dfaf3c27db5b9,2,up,2740,[1]
147,6108c66b12dd5a199f12a937,1,up,50,[1]
148,6108c66b12dd5a199f12a937,1,up,1443,[1]
149,6108c66b12dd5a199f12a937,1,up,1547,[1]
150,6108c66b12dd5a199f12a937,1,up,1776,"[2, 1]"
151,6108c66b12dd5a199f12a937,1,up,2334,[8]
152,6108c66b12dd5a199f12a937,1,up,2447,"[1, 8]"
153,6108c66b12dd5a199f12a937,1,up,2547,[]
154,6108c66b12dd5a199f12a937,2,up,107,[1]
155,6108c66b12dd5a199f12a937,2,up,215,[1]
156,61096ca0999b16524e70304f,1,up,84,[1]
157,61096ca0999b16524e70304f,1,up,740,[]
158,61096ca0999b16524e70304f,1,down,1148,[18]
159,61096ca0999b16524e70304f,1,up,1579,[1]
160,61096ca0999b16524e70304f,1,down,1824,[]
161,61096ca0999b16524e70304f,1,up,2184,[1]
162,61096ca0999b16524e70304f,1,down,2795,"[5, 14, 18]"
163,61096ca0999b16524e70304f,1,up,3126,[1]
164,6109746d0c492f63aca8cddd,1,down,1046,[18]
165,6109746d0c492f63aca8cddd,1,up,1878,[1]
166,6109746d0c492f63aca8cddd,2,up,837,[1]
167,6109746d0c492f63aca8cddd,2,up,2233,"[2, 1]"
168,6109746d0c492f63aca8cddd,2,up,2565,"[1, 8, 9]"
169,610999778e6142549b918cce,1,down,1590,"[2, 5, 14, 18]"
170,610999778e6142549b918cce,2,up,319,[1]
171,610999778e6142549b918cce,2,up,852,[1]
172,610999778e6142549b918cce,2,up,1585,[1]
173,610999778e6142549b918cce,2,up,2925,[1]
174,610999778e6142549b918cce,2,up,3481,"[1, 7, 9]"
175,6109bd0d694d2a4ea75bacf1,1,up,891,[1]
176,6109bd0d694d2a4ea75bacf1,1,up,1790,[]
177,6109bd0d694d2a4ea75bacf1,2,up,2325,[]
178,6109bd72fa4cdd8f9585cc43,1,up,761,[1]
179,6109bd72fa4cdd8f9585cc43,1,up,1148,[]
180,6109bd72fa4cdd8f9585cc43,1,up,1422,[1]
181,6109bd72fa4cdd8f9585cc43,1,up,2074,[]
182,6109bd72fa4cdd8f9585cc43,2,up,424,[1]
183,6109bd72fa4cdd8f9585cc43,2,up,972,[1]
184,6109bd72fa4cdd8f9585cc43,2,down,2301,"[4, 5, 12]"
185,6109c3a7a0e6d2a434e2fd60,1,up,703,[1]
186,6109c3a7a0e6d2a434e2fd60,1,down,1075,[]
187,6109c3a7a0e6d2a434e2fd60,1,up,1470,[1]
188,6109c3a7a0e6d2a434e2fd60,1,down,1993,[5]
189,6109c3a7a0e6d2a434e2fd60,1,down,2456,"[15, 5]"
190,6109c3a7a0e6d2a434e2fd60,1,down,2746,"[4, 15, 12]"
191,6109c3a7a0e6d2a434e2fd60,2,up,166,[1]
192,6109c3a7a0e6d2a434e2fd60,2,up,448,[1]
193,6109c3a7a0e6d2a434e2fd60,2,up,892,[1]
194,6109c3a7a0e6d2a434e2fd60,2,down,1105,[]
195,6109c3a7a0e6d2a434e2fd60,2,up,1499,[1]
196,6109c3a7a0e6d2a434e2fd60,2,up,2045,[1]
197,6109c3a7a0e6d2a434e2fd60,2,up,2388,"[1, 7]"
198,6109c3a7a0e6d2a434e2fd60,2,up,2629,[2]
199,6109c3a7a0e6d2a434e2fd60,2,up,2889,"[8, 9]"
200,610a58b6c0de3eaaf1c566a2,1,up,46,[]
201,610a58b6c0de3eaaf1c566a2,1,up,308,[]
202,610a58b6c0de3eaaf1c566a2,1,up,574,[1]
203,610a58b6c0de3eaaf1c566a2,1,down,1175,"[4, 15, 5]"
204,610a58b6c0de3eaaf1c566a2,1,up,1341,[]
205,610a58b6c0de3eaaf1c566a2,1,down,1876,"[4, 5, 12]"
206,610a58b6c0de3eaaf1c566a2,2,up,146,[1]
207,610a58b6c0de3eaaf1c566a2,2,down,346,"[4, 15, 5]"
208,610a58b6c0de3eaaf1c566a2,2,down,581,"[4, 15]"
209,610a58b6c0de3eaaf1c566a2,2,up,684,[]
210,610a58b6c0de3eaaf1c566a2,2,up,981,[1]
211,610ad8111e76c155f89fa26d,1,up,556,[1]
212,610ad8111e76c155f89fa26d,1,up,1281,[1]
213,610ad8111e76c155f89fa26d,2,up,597,[1]
214,610ae121a29b11dc55916f3e,1,up,434,[1]
215,610ae121a29b11dc55916f3e,1,up,877,"[2, 1]"
216,610ae121a29b11dc55916f3e,1,up,1499,[1]
217,610ae121a29b11dc55916f3e,1,up,2033,[2]
218,610ae121a29b11dc55916f3e,1,down,2136,"[14, 18]"
219,610ae121a29b11dc55916f3e,2,up,331,[1]
220,610ae121a29b11dc55916f3e,2,up,524,[1]
221,610ae121a29b11dc55916f3e,2,up,927,[1]
222,610ae121a29b11dc55916f3e,2,up,1373,[1]
223,610ae121a29b11dc55916f3e,2,up,1493,[1]
224,610ae121a29b11dc55916f3e,2,up,2066,"[1, 7]"
225,610ae121a29b11dc55916f3e,2,up,2429,"[2, 1]"
226,610ae121a29b11dc55916f3e,2,up,2943,[1]
227,610ae121a29b11dc55916f3e,2,up,3071,"[1, 8, 9]"
228,610ae91ba2b28abc2bfdb685,1,up,661,[1]
229,610ae91ba2b28abc2bfdb685,1,up,1169,[1]
230,610ae91ba2b28abc2bfdb685,1,up,1959,[8]
231,610ae91ba2b28abc2bfdb685,1,up,2180,"[1, 8]"
232,610ae91ba2b28abc2bfdb685,1,down,2671,"[4, 5, 12]"
233,610aebd03f7daffc2fcce4b9,2,up,434,[1]
234,610aebd03f7daffc2fcce4b9,2,up,536,[1]
235,610aebd03f7daffc2fcce4b9,2,up,1204,[]
236,610aebd03f7daffc2fcce4b9,2,up,1952,"[2, 7]"
237,610aebd03f7daffc2fcce4b9,2,up,2186,"[2, 1]"
