AU09_r_max,AU14_r_max,AU15_r_max,AU17_r_max,AU20_r_max,AU23_r_max,AU45_r_max,AU09_r_min,AU14_r_min,AU15_r_min,AU17_r_min,AU20_r_min,AU23_r_min,AU45_r_min,AU09_r_mean,AU14_r_mean,AU15_r_mean,AU17_r_mean,AU20_r_mean,AU23_r_mean,AU45_r_mean,AU09_r_sd,AU14_r_sd,AU15_r_sd,AU17_r_sd,AU20_r_sd,AU23_r_sd,AU45_r_sd,type
0.0,0.0,0.75,0.22,0.93,0.77,0.0,0.0,0.0,0.26,0.0,0.14,0.21,0.0,0.0,0.0,0.5780000000000001,0.02288888888888889,0.4546666666666666,0.46444444444444444,0.0,0.0,0.0,0.09801669616587129,0.0439329148828189,0.19053274593289016,0.12458212982088189,0.0,signal
0.17,0.0,1.42,0.0,1.32,0.07,0.08,0.0,0.0,0.98,0.0,0.5,0.0,0.0,0.023333333333333334,0.0,1.1944444444444442,0.0,0.9435555555555556,0.0022222222222222222,0.006222222222222223,0.04767312946227962,0.0,0.0960245128636801,0.0,0.18021648037285545,0.010636320469566213,0.01862169908380212,signal
0.15,0.0,1.44,0.0,1.04,0.05,0.98,0.0,0.0,1.01,0.0,0.46,0.0,0.0,0.018888888888888893,0.0,1.23,0.0,0.7017777777777777,0.0011111111111111111,0.058222222222222224,0.03920935777813426,0.0,0.0976310308345568,0.0,0.14284907625133103,0.007453559924999298,0.2161048660519081,signal
0.4,0.0,1.31,0.0,1.12,0.0,1.58,0.0,0.0,0.92,0.0,0.29,0.0,0.09,0.2091111111111111,0.0,1.104,0.0,0.7484444444444445,0.0,0.4442222222222222,0.0860977832631496,0.0,0.08483674161159613,0.0,0.22069060567759433,0.0,0.2621457686868206,signal
0.49,0.0,1.46,0.0,1.56,0.0,1.87,0.03,0.0,0.98,0.0,0.37,0.0,0.31,0.26466666666666666,0.0,1.244888888888889,0.0,0.9459999999999997,0.0,0.5853333333333334,0.09907756373853588,0.0,0.11504193350533735,0.0,0.2409583140107622,0.0,0.25686572367678806,signal
0.5,0.0,1.44,0.0,1.34,0.0,0.88,0.05,0.0,1.13,0.0,0.8,0.0,0.3,0.28977777777777775,0.0,1.2755555555555558,0.0,1.0746666666666667,0.0,0.6044444444444445,0.09203479798643577,0.0,0.07907291099058678,0.0,0.13886880662893827,0.0,0.12668062124089777,signal
0.44,0.0,1.36,0.0,1.58,0.0,1.85,0.0,0.0,0.88,0.0,0.65,0.0,0.38,0.2017777777777778,0.0,1.1486666666666667,0.0,1.0673333333333335,0.0,0.6073333333333334,0.10794124851655706,0.0,0.09962657549797918,0.0,0.19070920271449934,0.0,0.2482978416777282,signal
0.0,0.0,0.0,0.0,0.31,0.12,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.13633333333333333,0.015333333333333334,1.0723333333333334,0.0,0.0,0.0,0.0,0.10283845159490093,0.02921186973360886,0.11361408768079877,signal
0.0,0.1,0.0,0.16,0.42,0.19,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.009333333333333334,0.0,0.011555555555555557,0.08044444444444444,0.03933333333333333,0.7875555555555555,0.0,0.023874672772626643,0.0,0.03522367202190979,0.11704613611648176,0.05228418846684305,0.07505015158229365,signal
0.0,0.0,0.0,0.1,0.68,0.26,1.11,0.0,0.0,0.0,0.0,0.03,0.0,0.42,0.0,0.0,0.0,0.008888888888888889,0.41044444444444445,0.06977777777777777,0.7944444444444446,0.0,0.0,0.0,0.02604386354369928,0.15022642842715722,0.07747400997897438,0.12823195523516884,signal
0.0,0.03,0.0,0.01,0.83,0.24,0.84,0.0,0.0,0.0,0.0,0.18,0.0,0.55,0.0,0.0007894736842105263,0.0,0.0002631578947368421,0.4715789473684212,0.037894736842105266,0.6771052631578947,0.0,0.004866642633922875,0.0,0.0016222142113076258,0.14408192706571538,0.05775801780012146,0.07370165918176533,signal
0.0,0.0,0.51,0.39,0.0,0.06,1.13,0.0,0.0,0.06,0.0,0.0,0.0,0.37,0.0,0.0,0.27422222222222226,0.05777777777777778,0.0,0.0022222222222222222,0.8073333333333335,0.0,0.0,0.112986099082403,0.08620506441800929,0.0,0.009744203145947592,0.20366416206365545,signal
0.0,0.0,0.46,0.27,0.0,0.13,0.99,0.0,0.0,0.06,0.0,0.0,0.0,0.47,0.0,0.0,0.20888888888888898,0.05244444444444445,0.0,0.007555555555555556,0.7993333333333335,0.0,0.0,0.0849925724621709,0.07049034606872695,0.0,0.023755913670987998,0.1301991481608777,signal
0.0,0.0,0.41,0.46,0.0,0.3,0.95,0.0,0.0,0.09,0.0,0.0,0.0,0.37,0.0,0.0,0.2546666666666667,0.2524444444444444,0.0,0.05533333333333333,0.7100000000000001,0.0,0.0,0.08513625442889662,0.11314020978726826,0.0,0.07044017448742004,0.11407732624687679,signal
0.0,0.6,0.43,0.48,0.13,0.4,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.04644444444444444,0.13644444444444442,0.19977777777777783,0.011111111111111112,0.18288888888888893,0.8684444444444446,0.0,0.13499420114743577,0.10821181996343089,0.13439238494540207,0.030318178032195782,0.09827193769013481,0.07888298455640007,signal
0.0,0.0,0.3,1.58,0.03,0.87,0.96,0.0,0.0,0.0,0.23,0.0,0.19,0.54,0.0,0.0,0.07342105263157894,0.9344736842105265,0.001842105263157895,0.48315789473684206,0.7550000000000001,0.0,0.0,0.08957184390467599,0.3590430025319262,0.006516201495853711,0.2119294281206746,0.1039945424763476,signal
0.94,1.45,0.17,1.05,0.89,0.9,0.12,0.4,0.43,0.0,0.56,0.0,0.45,0.0,0.609111111111111,0.9435555555555557,0.013555555555555555,0.8295555555555554,0.3953333333333333,0.6742222222222222,0.008,0.12486032600510465,0.23788992446427018,0.03574884330967644,0.1275459909130028,0.22969940831838945,0.10594786215374756,0.024918047493916753,signal
0.94,1.45,0.17,1.06,0.83,0.9,0.0,0.17,0.43,0.0,0.53,0.0,0.52,0.0,0.521111111111111,0.8759999999999997,0.011555555555555557,0.8035555555555557,0.3048888888888889,0.6859999999999999,0.0,0.1537740701368883,0.19672777684358198,0.03463810011819326,0.12817168095168213,0.23512687312310024,0.08478314583796603,0.0,signal
1.04,1.7,0.03,1.69,1.52,1.25,0.0,0.25,0.44,0.0,0.17,0.0,0.55,0.0,0.5853333333333334,1.2366666666666668,0.0006666666666666666,0.9482222222222223,0.9206666666666666,0.8142222222222224,0.0,0.180876653099187,0.3209078032423303,0.004472135954999578,0.3303117596844814,0.36110562544395886,0.1861876971925336,0.0,signal
0.76,1.25,0.0,1.06,0.78,1.28,0.0,0.19,0.45,0.0,0.16,0.0,0.62,0.0,0.48911111111111116,0.8455555555555555,0.0,0.6077777777777778,0.30511111111111106,1.0051111111111113,0.0,0.1362287885444293,0.18466869050417087,0.0,0.2139763037952067,0.1853206339664782,0.13542227261123602,0.0,signal
0.82,1.13,0.0,0.5,0.47,0.99,0.0,0.07,0.41,0.0,0.0,0.0,0.58,0.0,0.4617777777777778,0.7528888888888888,0.0,0.2411111111111111,0.16266666666666668,0.7888888888888888,0.0,0.1375646771669254,0.18290114347053243,0.0,0.13600170824833285,0.1362551083279249,0.11846023924856933,0.0,signal
0.68,1.77,0.16,2.16,1.68,1.42,0.58,0.0,0.6,0.0,0.0,0.58,0.06,0.0,0.3199999999999999,1.3139473684210525,0.013947368421052632,1.0989473684210527,0.9623684210526315,0.836578947368421,0.08921052631578946,0.1714958040618219,0.2836112630104826,0.03838210968978876,0.8220041082085944,0.2300932150769913,0.44033326639121184,0.15776105056505926,signal
0.65,1.4,0.0,2.02,1.25,1.4,0.0,0.04,0.8,0.0,1.37,0.51,0.72,0.0,0.32911111111111113,1.1224444444444444,0.0,1.6757777777777778,0.869111111111111,1.0328888888888887,0.0,0.14659502382448394,0.1564544016574152,0.0,0.1640466797326698,0.17774882971385908,0.14523683201494506,0.0,signal
0.78,1.4,0.0,1.69,1.33,1.38,0.0,0.13,0.71,0.0,1.07,0.69,0.81,0.0,0.4037777777777778,1.0364444444444447,0.0,1.3951111111111107,0.9359999999999999,1.0933333333333333,0.0,0.16730876313637078,0.18164845613481448,0.0,0.14649887095783087,0.16286357927586348,0.13833424607219874,0.0,signal
0.78,1.4,0.0,1.65,1.33,1.4,0.0,0.23,0.71,0.0,1.14,0.72,0.82,0.0,0.4677777777777778,0.995777777777778,0.0,1.3817777777777778,0.9973333333333334,1.0944444444444443,0.0,0.14588116098836454,0.14877513368853143,0.0,0.12508704040294374,0.15721149622548136,0.13627438156420696,0.0,signal
0.6,1.51,0.0,1.65,1.43,1.4,0.0,0.18,0.75,0.0,1.03,0.72,0.86,0.0,0.43066666666666664,0.9866666666666668,0.0,1.3946666666666667,1.013777777777778,1.0557777777777777,0.0,0.10994626786836294,0.14485102064472374,0.0,0.14487612263271993,0.1546592866577851,0.1147029540891065,0.0,signal
0.63,1.55,0.05,1.7,1.2,1.35,0.0,0.08,0.71,0.0,1.08,0.66,0.82,0.0,0.4208888888888889,1.0626666666666664,0.002,1.3491111111111111,0.9528888888888887,1.0511111111111113,0.0,0.12234121847265432,0.19144664578367046,0.00943879807448539,0.1350222577985204,0.14408996908848024,0.11115554667022046,0.0,signal
0.77,1.47,0.0,1.53,1.37,1.4,0.0,0.03,0.59,0.0,1.04,0.6,0.77,0.0,0.4375555555555556,1.0273333333333332,0.0,1.3035555555555554,0.9346666666666668,1.0486666666666669,0.0,0.163403509970585,0.16728310244503583,0.0,0.12126521564427502,0.15602447360474053,0.13403866470673165,0.0,signal
0.71,1.29,0.0,1.62,1.37,1.34,0.0,0.12,0.41,0.0,0.98,0.68,0.7,0.0,0.4473333333333334,0.913111111111111,0.0,1.2608888888888887,1.004,1.0382222222222222,0.0,0.133457517925777,0.19680195654771857,0.0,0.1431595140556382,0.1517234326002414,0.14283316537594878,0.0,signal
0.84,1.59,0.07,1.61,1.32,1.69,0.11,0.0,0.53,0.0,0.52,0.62,0.6,0.0,0.4380000000000001,1.0395555555555556,0.002,1.170222222222222,0.962,1.0815555555555556,0.016,0.2008911962413304,0.21701440626200955,0.010787197799411872,0.27184127127365476,0.16400665174980503,0.21584880604420092,0.03608071759012259,signal
0.58,1.5,0.0,1.53,1.25,1.63,0.15,0.02,0.74,0.0,0.81,0.0,0.99,0.0,0.26999999999999996,1.0602222222222222,0.0,1.2482222222222223,0.9424444444444444,1.325777777777778,0.006888888888888889,0.13050600822114736,0.17564800659905658,0.0,0.16321052897309282,0.23731601060377047,0.1297635767794101,0.025389889023909987,signal
0.07,0.0,0.87,0.45,0.74,0.09,1.63,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.004222222222222223,0.0,0.5502222222222224,0.06555555555555556,0.32888888888888895,0.0035555555555555557,0.18133333333333335,0.016023971941053712,0.0,0.19747829442163198,0.11504061645498703,0.21314977898845752,0.016808487514504464,0.44905253792644556,signal
0.0,0.0,1.07,0.86,1.3,0.19,0.0,0.0,0.0,0.49,0.05,0.0,0.0,0.0,0.0,0.0,0.809111111111111,0.4502222222222222,0.5426666666666667,0.014888888888888889,0.0,0.0,0.0,0.1416754008002772,0.22089167325440612,0.31767192911155145,0.038941811032162425,0.0,signal
0.0,0.0,1.0,0.73,1.31,0.24,0.03,0.0,0.0,0.29,0.0,0.27,0.0,0.0,0.0,0.0,0.5995555555555556,0.24955555555555556,0.8384444444444443,0.00911111111111111,0.0008888888888888889,0.0,0.0,0.15737846040033496,0.2072213962666671,0.24311384870949546,0.03734496572024755,0.004681793664739179,signal
0.17,0.0,1.11,0.24,1.02,0.0,0.6,0.0,0.0,0.46,0.0,0.33,0.0,0.0,0.006888888888888889,0.0,0.782888888888889,0.03266666666666667,0.7104444444444442,0.0,0.1906666666666667,0.03073510150701417,0.0,0.1371399786253948,0.06012864995536275,0.15613158138913058,0.0,0.10404107580444108,signal
0.03,0.0,1.54,1.19,1.73,0.17,0.3,0.0,0.0,0.54,0.06,0.0,0.0,0.0,0.0006666666666666666,0.0,0.9213333333333332,0.5688888888888889,0.4880000000000001,0.027111111111111117,0.0071111111111111115,0.004472135954999578,0.0,0.20585299255890002,0.2651862314935249,0.3327611756199933,0.053962201511050245,0.044752969542012334,signal
0.0,0.0,2.2,1.34,1.1,0.37,0.23,0.0,0.0,0.7,0.18,0.0,0.0,0.0,0.0,0.0,1.1257777777777775,0.6537777777777778,0.4362222222222221,0.052000000000000005,0.007555555555555555,0.0,0.0,0.3502498386794054,0.23264574013731784,0.23434908779317865,0.08685410965312097,0.036565977452691,signal
0.0,0.0,1.93,1.33,0.81,0.38,0.9,0.0,0.0,0.68,0.36,0.0,0.0,0.0,0.0,0.0,1.0288888888888887,0.7673333333333333,0.30844444444444447,0.11999999999999998,0.02088888888888889,0.0,0.0,0.2215464472358523,0.22705025474951174,0.2313297091673146,0.1258787295195441,0.13416106707682346,signal
0.0,0.72,0.0,0.0,0.32,0.12,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945945945945946,0.0,0.0,0.031621621621621625,0.011891891891891892,0.44351351351351354,0.0,0.1833877888003481,0.0,0.0,0.09314008307423324,0.03107677212591046,0.4816938643775514,signal
0.0,0.0,0.17,0.0,0.0,0.05,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02466666666666667,0.0,0.0,0.0011111111111111111,0.21466666666666667,0.0,0.0,0.041098551179949254,0.0,0.0,0.007453559924999298,0.14784205331120345,signal
0.0,0.0,0.09,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.01782608695652174,0.0,0.0,0.0,0.3721739130434782,0.0,0.0,0.0307418166108893,0.0,0.0,0.0,0.05791502566371233,signal
0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5579999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6413820305332143,signal
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.01062206584560098,0.0,0.0,0.0,0.0,signal
0.0,0.35,0.73,0.0,1.11,0.59,0.0,0.0,0.0,0.32,0.0,0.19,0.14,0.0,0.0,0.028888888888888884,0.5308888888888889,0.0,0.5248888888888887,0.3915555555555555,0.0,0.0,0.07240109938336015,0.11192168979453734,0.0,0.1824781708267672,0.11014361607290803,0.0,signal
0.0,0.03,0.81,0.28,0.81,0.54,2.19,0.0,0.0,0.29,0.0,0.19,0.13,0.0,0.0,0.0006666666666666666,0.49044444444444446,0.009111111111111111,0.47288888888888886,0.3577777777777778,0.09266666666666666,0.0,0.004472135954999578,0.10619355303911207,0.04257732122654362,0.15795025428369158,0.10405175479907908,0.37875033753360293,signal
0.0,0.05,0.68,0.08,0.81,0.61,0.0,0.0,0.0,0.29,0.0,0.0,0.13,0.0,0.0,0.0013333333333333335,0.46733333333333343,0.004,0.37266666666666665,0.3531111111111111,0.0,0.0,0.007567874686642694,0.08459529322819112,0.01572490786213793,0.17160207669860153,0.12357960669916049,0.0,signal
0.0,0.15,0.72,0.11,0.74,0.69,2.34,0.0,0.0,0.28,0.0,0.01,0.15,0.0,0.0,0.004888888888888889,0.5277777777777778,0.008222222222222223,0.484888888888889,0.4315555555555556,0.08866666666666666,0.0,0.024459820691959868,0.08735738738832069,0.025520837198515476,0.15978141634777498,0.12098000502629191,0.3929237723898757,signal
0.0,0.0,0.94,0.04,0.93,0.52,2.49,0.0,0.0,0.43,0.0,0.08,0.0,0.0,0.0,0.0,0.6313333333333333,0.0008888888888888889,0.42666666666666664,0.2828888888888889,0.3166666666666667,0.0,0.0,0.09566988696934511,0.0059628479399994406,0.18530073835892732,0.1409806921374539,0.6876375895378716,signal
0.0,0.0,1.27,0.22,1.07,0.0,0.0,0.0,0.0,0.89,0.0,0.33,0.0,0.0,0.0,0.0,1.0913333333333333,0.02377777777777778,0.7671111111111112,0.0,0.0,0.0,0.0,0.10152473948389487,0.05453476326198184,0.13914711348755746,0.0,0.0,signal
0.13,0.0,1.42,0.17,1.36,0.04,1.0,0.0,0.0,1.12,0.0,0.46,0.0,0.0,0.008222222222222223,0.0,1.274,0.00977777777777778,0.9064444444444444,0.0017777777777777779,0.034666666666666665,0.023959140302615287,0.0,0.0861130335399616,0.03414467141236808,0.17358722663988052,0.008336363085599707,0.16564748989674097,signal
0.21,0.0,1.33,0.0,1.24,0.0,0.88,0.0,0.0,1.0,0.0,0.63,0.0,0.0,0.01688888888888889,0.0,1.1399999999999997,0.0,0.9348888888888891,0.0,0.032,0.044915183817655,0.0,0.09057894597833126,0.0,0.15207088990189924,0.0,0.14623455629414497,signal
0.46,0.0,1.9,0.83,1.15,0.28,1.67,0.0,0.0,1.0,0.0,0.01,0.0,0.33,0.15155555555555555,0.0,1.286,0.11844444444444445,0.6248888888888888,0.029555555555555557,0.5737777777777777,0.12802619681419533,0.0,0.21357774824511694,0.23785935068243733,0.26911996498876767,0.07734090871987583,0.23339674463034052,signal
0.46,0.0,1.43,0.0,1.31,0.0,1.65,0.0,0.0,1.09,0.0,0.62,0.0,0.35,0.246,0.0,1.2295555555555553,0.0,0.8502222222222222,0.0,0.626,0.11517575502446054,0.0,0.07763421093223467,0.0,0.16763717434454156,0.0,0.2342046502139063,signal
0.37,0.0,1.34,0.0,1.29,0.0,1.71,0.0,0.0,1.02,0.0,0.53,0.0,0.35,0.17555555555555558,0.0,1.1906666666666665,0.0,0.9557777777777777,0.0,0.578,0.10872307515291807,0.0,0.08244557433405825,0.0,0.16325508329672994,0.0,0.21071954648946847,signal
0.38,0.0,1.59,0.08,1.37,0.22,1.79,0.0,0.0,1.02,0.0,0.25,0.0,0.23,0.09777777777777778,0.0,1.259111111111111,0.0024444444444444444,0.8488888888888888,0.01288888888888889,0.5715555555555555,0.09981548633920147,0.0,0.11403393080016745,0.012641122568742846,0.2740622210559146,0.045308148084293655,0.2783470328691699,signal
0.0,0.18,0.0,0.0,0.64,0.15,1.13,0.0,0.0,0.0,0.0,0.03,0.0,0.52,0.0,0.012666666666666668,0.0,0.0,0.32222222222222224,0.05244444444444443,0.9568888888888889,0.0,0.03393844695648553,0.0,0.0,0.1555764776694742,0.04941271255068033,0.0981840160621932,signal
0.0,0.1,0.09,0.01,0.31,0.13,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0035555555555555557,0.005555555555555555,0.00022222222222222223,0.10888888888888888,0.04911111111111112,0.967111111111111,0.0,0.017209346767428916,0.016453178133937246,0.0014907119849998601,0.10768688242522693,0.03679317020504449,0.08792099299997136,signal
0.0,0.24,0.0,0.33,0.34,0.29,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.019333333333333334,0.0,0.10799999999999998,0.11777777777777777,0.1573333333333333,0.7164444444444447,0.0,0.04840172799319537,0.0,0.09514582109965353,0.10051885596265214,0.07909717843490777,0.07622203080342312,signal
0.76,1.67,0.0,1.13,1.32,1.25,0.0,0.09,0.44,0.0,0.0,0.0,0.31,0.0,0.3964444444444444,0.9017777777777776,0.0,0.3577777777777778,0.3166666666666667,0.6366666666666667,0.0,0.16106401262111955,0.2855480288282109,0.0,0.33058411726194376,0.38420520085448656,0.19715015043915596,0.0,signal
0.62,1.35,0.0,1.06,0.84,1.28,0.0,0.12,0.55,0.0,0.0,0.0,0.31,0.0,0.4162222222222222,0.9248888888888886,0.0,0.6124444444444445,0.37711111111111106,0.9242222222222223,0.0,0.12210816533059549,0.18786627524315633,0.0,0.3187843069277946,0.22931342408294914,0.2585579668511922,0.0,signal
