AU09_r_max,AU14_r_max,AU15_r_max,AU17_r_max,AU20_r_max,AU23_r_max,AU09_r_min,AU14_r_min,AU15_r_min,AU17_r_min,AU20_r_min,AU23_r_min,AU09_r_mean,AU14_r_mean,AU15_r_mean,AU17_r_mean,AU20_r_mean,AU23_r_mean,AU09_r_sd,AU14_r_sd,AU15_r_sd,AU17_r_sd,AU20_r_sd,AU23_r_sd,type
1.39,0.79,0.0,1.13,0.0,1.61,0.67,0.12,0.0,0.5,0.0,1.28,1.0627272727272727,0.33090909090909093,0.0,0.7918181818181819,0.0,1.440909090909091,0.19099194244240272,0.1778417994390116,0.0,0.17694864371003954,0.0,0.09870152654336883,neutral
0.99,1.45,0.0,1.31,0.0,1.53,0.48,0.65,0.0,0.55,0.0,0.76,0.6960869565217392,1.033478260869565,0.0,0.862608695652174,0.0,1.0604347826086957,0.14060709701585228,0.24886302723408046,0.0,0.2224495324032019,0.0,0.20842435429299186,neutral
0.9,1.37,0.0,1.05,0.0,1.4,0.38,0.61,0.0,0.42,0.0,0.02,0.6430434782608695,0.8800000000000001,0.0,0.7982608695652172,0.0,0.76,0.11494800336787443,0.19769121928355388,0.0,0.15879237942308772,0.0,0.3697788036601931,neutral
1.37,1.57,0.43,1.99,0.13,1.26,0.0,0.34,0.0,0.56,0.0,0.06,0.7565217391304349,0.996521739130435,0.01956521739130435,0.8104347826086957,0.005652173913043478,0.59,0.37040038159773414,0.28542804690582585,0.08956857509343762,0.30457837117845926,0.027106873827419713,0.319872133544299,neutral
1.31,1.09,0.0,0.94,0.0,1.21,0.0,0.21,0.0,0.36,0.0,0.0,0.6847826086956522,0.7999999999999999,0.0,0.6873913043478261,0.0,0.5234782608695653,0.3187456889579042,0.1899521470839911,0.0,0.14210167266958565,0.0,0.4104721084052559,neutral
2.58,1.19,0.0,1.31,0.0,1.5,1.26,0.07,0.0,0.6,0.0,0.58,1.6630434782608692,0.8765217391304347,0.0,1.0021739130434784,0.0,1.2056521739130437,0.3036809746878321,0.2799774129794333,0.0,0.2050045791448467,0.0,0.19532783833052947,neutral
2.26,2.13,0.0,1.14,0.77,1.38,1.57,0.58,0.0,0.34,0.0,0.08,1.9322727272727265,1.055909090909091,0.0,0.7681818181818181,0.035,0.8172727272727272,0.17851055239401759,0.3058113189052406,0.0,0.2490484053855961,0.16416455159382007,0.4037701116109302,neutral
2.03,1.38,0.0,1.06,0.28,1.62,1.36,0.66,0.0,0.55,0.0,0.26,1.7843478260869567,1.0078260869565216,0.0,0.7943478260869566,0.012173913043478262,1.1943478260869564,0.20871524940925704,0.18630269899326182,0.0,0.1306913813307909,0.05838403593598094,0.34381319038312497,neutral
1.98,1.54,0.02,1.68,0.87,1.36,1.02,0.89,0.0,0.47,0.0,0.0,1.6381818181818182,1.315,0.0009090909090909091,0.7190909090909091,0.08363636363636363,0.9286363636363636,0.20772317576264268,0.17053836323048646,0.004264014327112209,0.25012204813058553,0.22613829427703777,0.3741058604261564,neutral
1.75,1.54,0.0,1.93,1.17,1.14,1.15,1.16,0.0,0.44,0.0,0.56,1.46304347826087,1.3617391304347826,0.0,0.7121739130434783,0.0608695652173913,0.9004347826086958,0.14845981343627507,0.10329358749405165,0.0,0.30170660826431317,0.2464827680401034,0.17953167005673312,neutral
1.57,1.82,0.0,1.06,0.59,1.38,1.01,1.03,0.0,0.47,0.0,0.0,1.2604545454545457,1.4336363636363638,0.0,0.7677272727272727,0.07954545454545453,0.7863636363636363,0.16473578478241693,0.22537894976166473,0.0,0.15221950998731806,0.1678853711182062,0.287990500083819,neutral
1.62,2.11,0.02,1.87,1.53,1.0,0.96,1.16,0.0,0.53,0.0,0.2,1.1908695652173913,1.5669565217391304,0.0008695652173913044,0.7973913043478262,0.28565217391304343,0.6834782608695652,0.14425082459125468,0.26135024884084185,0.004170288281141495,0.3091809912906906,0.4613599076934161,0.21607256137384992,neutral
1.54,2.1,1.09,2.41,1.28,1.33,0.09,0.4,0.0,0.37,0.0,0.0,0.9881818181818184,1.2909090909090908,0.13272727272727272,1.055909090909091,0.4636363636363637,0.6722727272727272,0.395758901637232,0.43065740544637204,0.31500841739595314,0.5568932452275629,0.525697228219415,0.38381458591830037,neutral
1.31,2.39,0.6,2.38,1.06,1.14,0.27,0.37,0.0,0.69,0.0,0.31,1.0308695652173914,1.792173913043478,0.048260869565217385,1.2460869565217392,0.18608695652173915,0.83,0.22459889588246099,0.44288266988959674,0.16047237581343865,0.3756417433773687,0.30590757859248313,0.23308211584605268,neutral
1.19,2.69,0.19,1.68,1.13,1.26,0.14,1.2,0.0,0.41,0.0,0.27,0.7545454545454546,1.9813636363636364,0.008636363636363636,0.8731818181818181,0.15318181818181817,0.7127272727272728,0.25224189585787293,0.3631252631117212,0.04050813610756598,0.2863129550423945,0.2990522547687127,0.24305950316315977,neutral
0.0,0.57,0.91,0.24,1.05,0.81,0.0,0.01,0.5,0.0,0.15,0.09,0.0,0.28956521739130436,0.6882608695652174,0.024782608695652176,0.6956521739130435,0.4865217391304348,0.0,0.15128174380243353,0.10662816334060764,0.05615478326727355,0.19121206901230992,0.1641398709430514,neutral
0.0,0.52,0.72,0.16,1.18,0.64,0.0,0.0,0.33,0.0,0.3,0.03,0.0,0.15869565217391304,0.4830434782608697,0.01173913043478261,0.6817391304347826,0.42869565217391303,0.0,0.18181669959870142,0.1002467311917177,0.036263201221704774,0.2289035559895565,0.13098592387338584,neutral
0.0,0.22,0.73,0.16,0.81,0.67,0.0,0.0,0.37,0.0,0.08,0.23,0.0,0.029130434782608693,0.5100000000000001,0.011304347826086957,0.5456521739130435,0.4208695652173913,0.0,0.05656155484218947,0.10370412457827054,0.034942075161627,0.17172457035392782,0.1233956328783103,neutral
0.0,0.13,0.73,0.0,1.11,0.59,0.0,0.0,0.34,0.0,0.19,0.14,0.0,0.006956521739130435,0.53,0.0,0.5130434782608695,0.37391304347826093,0.0,0.027208752370029704,0.11560119533826788,0.0,0.225276290618042,0.11199590619282729,neutral
0.0,0.11,0.67,0.02,0.85,0.63,0.0,0.0,0.3,0.0,0.18,0.13,0.0,0.005652173913043478,0.4843478260869565,0.0008695652173913044,0.49913043478260877,0.3526086956521739,0.0,0.023125367212125568,0.09759965009980694,0.004170288281141495,0.17549703554808557,0.13094819903320368,neutral
0.0,0.0,0.54,0.0,0.64,0.47,0.0,0.0,0.27,0.0,0.0,0.13,0.0,0.0,0.4308695652173914,0.0,0.35695652173913045,0.26608695652173914,0.0,0.0,0.07733710408325482,0.0,0.17566587040092738,0.08370614892341502,neutral
0.0,0.1,0.56,0.12,0.72,0.58,0.0,0.0,0.28,0.0,0.0,0.18,0.0,0.004347826086956522,0.4373913043478261,0.008695652173913044,0.378695652173913,0.3378260869565218,0.0,0.020851441405707473,0.082584248514876,0.02943472714423111,0.1824904567324521,0.09652868258328622,neutral
0.0,0.05,0.65,0.1,0.76,0.5,0.0,0.0,0.29,0.0,0.28,0.18,0.0,0.003913043478260869,0.45739130434782604,0.005652173913043478,0.49478260869565227,0.3847826086956522,0.0,0.011961730809233634,0.09996442054798334,0.021495472452783625,0.14377601156652067,0.07680373838068699,neutral
0.0,0.01,0.7,0.08,0.58,0.61,0.0,0.0,0.29,0.0,0.0,0.17,0.0,0.0004347826086956522,0.49391304347826076,0.006086956521739131,0.30130434782608695,0.4017391304347827,0.0,0.0020851441405707475,0.10373651633891698,0.020391426548425736,0.16923099726345234,0.11918862719972463,neutral
0.0,0.15,0.63,0.04,0.74,0.61,0.0,0.0,0.28,0.0,0.19,0.26,0.0,0.009130434782608695,0.5204347826086956,0.0030434782608695656,0.5156521739130434,0.4321739130434783,0.0,0.03315432831721987,0.07962858445590121,0.010195713274212866,0.1435848208917427,0.10505221739423991,neutral
0.0,0.0,0.69,0.04,0.78,0.66,0.0,0.0,0.44,0.0,0.22,0.24,0.0,0.0,0.5656521739130433,0.0017391304347826088,0.5356521739130434,0.43130434782608695,0.0,0.0,0.0686112955818714,0.00834057656228299,0.14386945114350028,0.10358590408782317,neutral
0.0,0.0,0.69,0.1,0.85,0.65,0.0,0.0,0.32,0.0,0.32,0.12,0.0,0.0,0.49913043478260877,0.004347826086956522,0.6243478260869566,0.3804347826086957,0.0,0.0,0.09908274978192635,0.020851441405707473,0.13743845190935872,0.13316013124565357,neutral
0.0,0.48,0.77,0.83,0.88,0.85,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.10869565217391303,0.4956521739130435,0.2995652173913044,0.44565217391304346,0.49826086956521726,0.0,0.16482233817676328,0.16381325528996624,0.29468748100733866,0.29098306865702567,0.2274493384932734,neutral
0.0,0.0,1.11,0.41,0.7,0.53,0.0,0.0,0.53,0.0,0.09,0.05,0.0,0.0,0.76,0.049130434782608694,0.3878260869565217,0.3082608695652174,0.0,0.0,0.14374851777891962,0.11273109772931743,0.1595720561587127,0.14144231634753066,neutral
0.0,0.1,0.83,0.21,0.79,0.63,0.0,0.0,0.46,0.0,0.13,0.12,0.0,0.004782608695652174,0.6608695652173913,0.048695652173913036,0.44652173913043475,0.4273913043478262,0.0,0.020860917180523207,0.08959063686255798,0.060700782369234374,0.1856587459843309,0.12199915764628527,neutral
0.0,0.0,0.7,0.17,0.76,0.71,0.0,0.0,0.44,0.0,0.12,0.22,0.0,0.0,0.5599999999999998,0.01391304347826087,0.40608695652173915,0.4604347826086956,0.0,0.0,0.08146387933534491,0.037506257712399585,0.14810128998378663,0.13669735186866325,neutral
0.0,0.0,0.8,0.06,0.58,0.62,0.0,0.0,0.47,0.0,0.01,0.23,0.0,0.0,0.6304347826086957,0.005652173913043478,0.3230434782608696,0.3943478260869566,0.0,0.0,0.08885525824055686,0.015616450230015823,0.1423323505873328,0.0921375496919747,neutral
0.0,0.0,0.74,0.14,0.59,0.67,0.0,0.0,0.44,0.0,0.13,0.24,0.0,0.0,0.6082608695652173,0.022608695652173914,0.3808695652173913,0.44086956521739135,0.0,0.0,0.0767316560200099,0.044129704622164936,0.1493900642758675,0.10999640669660991,neutral
0.0,0.0,0.86,0.13,0.82,0.64,0.0,0.0,0.41,0.0,0.1,0.19,0.0,0.0,0.6147826086956522,0.03130434782608696,0.4004347826086955,0.40478260869565214,0.0,0.0,0.11520217663732003,0.04170288281141495,0.18462439169271522,0.11704193363597944,neutral
0.0,0.0,0.75,0.22,0.89,0.77,0.0,0.0,0.26,0.0,0.2,0.21,0.0,0.0,0.5686956521739129,0.03173913043478261,0.4847826086956522,0.468695652173913,0.0,0.0,0.10988855295774098,0.05532155374083772,0.1864469109234191,0.13682451760046804,neutral
0.0,0.0,0.96,0.13,0.83,0.59,0.0,0.0,0.43,0.0,0.0,0.04,0.0,0.0,0.6226086956521739,0.020869565217391306,0.3947826086956522,0.2982608695652173,0.0,0.0,0.1391277173647668,0.03848412228418611,0.19787207909099877,0.13350696862687264,neutral
0.17,0.0,1.37,0.0,1.14,0.01,0.0,0.0,1.05,0.0,0.5,0.0,0.02565217391304348,0.0,1.2082608695652173,0.0,0.8552173913043477,0.0004347826086956522,0.04878767420312427,0.0,0.07761514460423789,0.0,0.18158067491331856,0.0020851441405707475,neutral
0.0,0.0,1.35,0.2,0.95,0.0,0.0,0.0,1.0,0.0,0.31,0.0,0.0,0.0,1.1760869565217391,0.008695652173913044,0.5847826086956521,0.0,0.0,0.0,0.08809804096649589,0.041702882811414946,0.1638144617108412,0.0,neutral
0.13,0.0,1.44,0.0,1.04,0.0,0.0,0.0,1.1,0.0,0.46,0.0,0.01956521739130435,0.0,1.2639130434782608,0.0,0.7239130434782609,0.0,0.03673965666063718,0.0,0.08167224578291757,0.0,0.14599935026115646,0.0,neutral
0.0,0.0,1.34,0.09,1.03,0.0,0.0,0.0,0.93,0.0,0.33,0.0,0.0,0.0,1.0991304347826085,0.007391304347826086,0.7234782608695652,0.0,0.0,0.0,0.105568290843513,0.020274792074788075,0.16269348468968975,0.0,neutral
0.04,0.0,1.28,0.17,1.04,0.0,0.0,0.0,1.05,0.0,0.59,0.0,0.002608695652173913,0.0,1.1834782608695653,0.01173913043478261,0.8056521739130436,0.0,0.0091539317456032,0.0,0.06336106458961098,0.037857648910460194,0.12350289238263804,0.0,neutral
0.13,0.0,1.38,0.11,1.36,0.04,0.0,0.0,1.15,0.0,0.46,0.0,0.013043478260869568,0.0,1.293478260869565,0.01173913043478261,0.9491304347826086,0.0034782608695652175,0.031396986336082365,0.0,0.0715801328234292,0.03270420794624607,0.19423306158694695,0.011524162620801217,neutral
0.72,0.0,1.44,0.02,1.56,0.03,0.0,0.0,0.91,0.0,0.31,0.0,0.2573913043478261,0.0,1.1652173913043478,0.0013043478260869564,0.9647826086956522,0.0013043478260869564,0.20701816765475062,0.0,0.14478415173245093,0.0045769658728016,0.29045214854238105,0.006255432421712241,neutral
0.33,0.0,1.42,0.0,1.27,0.0,0.0,0.0,0.98,0.0,0.76,0.0,0.14695652173913046,0.0,1.2230434782608695,0.0,1.0165217391304346,0.0,0.09309988685710809,0.0,0.11043034755029549,0.0,0.12419225183166527,0.0,neutral
0.21,0.0,1.38,0.0,1.32,0.0,0.0,0.0,1.05,0.0,0.61,0.0,0.060000000000000005,0.0,1.1430434782608698,0.0,1.038695652173913,0.0,0.0652268767805531,0.0,0.09378092375360271,0.0,0.162321352088607,0.0,neutral
0.0,0.0,1.2,0.0,1.24,0.0,0.0,0.0,1.0,0.0,0.71,0.0,0.0,0.0,1.08,0.0,0.9691304347826089,0.0,0.0,0.0,0.055759222637075084,0.0,0.1460358935790744,0.0,neutral
0.53,0.0,1.42,0.01,1.52,0.0,0.0,0.0,1.02,0.0,0.66,0.0,0.09782608695652174,0.0,1.208695652173913,0.0004347826086956522,0.9747826086956521,0.0,0.1492087165909531,0.0,0.09171618018381428,0.0020851441405707475,0.22611078469750562,0.0,neutral
0.39,0.0,1.41,0.0,1.2,0.0,0.0,0.0,1.07,0.0,0.65,0.0,0.13695652173913045,0.0,1.2213043478260872,0.0,0.9521739130434783,0.0,0.09201950300238709,0.0,0.08971187961398155,0.0,0.15048275412331324,0.0,neutral
0.42,0.0,1.39,0.0,1.17,0.0,0.0,0.0,1.08,0.0,0.5,0.0,0.11869565217391306,0.0,1.25304347826087,0.0,0.8352173913043479,0.0,0.0986409627167725,0.0,0.09531930943407083,0.0,0.19237438794792805,0.0,neutral
0.32,0.0,1.31,0.0,1.12,0.0,0.0,0.0,1.02,0.0,0.57,0.0,0.1226086956521739,0.0,1.1656521739130434,0.0,0.8034782608695654,0.0,0.09822133592066198,0.0,0.08354781358090825,0.0,0.14864872245581878,0.0,neutral
0.0,0.0,1.59,1.31,1.1,0.53,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0539130434782609,0.33608695652173914,0.5504347826086956,0.11130434782608696,0.0,0.0,0.24671918395460313,0.444325220064955,0.25911524745265496,0.16479475796567206,neutral
0.27,0.0,1.88,0.75,1.03,0.22,0.0,0.0,1.1,0.0,0.15,0.0,0.060000000000000005,0.0,1.454090909090909,0.2468181818181818,0.6590909090909092,0.010454545454545454,0.08815570640309435,0.0,0.23625367905241365,0.2575597270285341,0.25284870482655736,0.04685105809927503,neutral
0.46,0.0,1.39,0.11,1.06,0.0,0.04,0.0,1.04,0.0,0.4,0.0,0.22608695652173919,0.0,1.2386956521739132,0.004782608695652174,0.7956521739130435,0.0,0.1219067874325888,0.0,0.09859487114754395,0.022936585546278223,0.1781425906646012,0.0,neutral
0.44,0.0,1.42,0.0,1.13,0.0,0.0,0.0,1.04,0.0,0.62,0.0,0.22434782608695655,0.0,1.2082608695652173,0.0,0.8708695652173913,0.0,0.11276790673996673,0.0,0.07321526007807656,0.0,0.1469357634378884,0.0,neutral
0.36,0.0,1.31,0.0,0.92,0.0,0.0,0.0,0.92,0.0,0.29,0.0,0.19173913043478258,0.0,1.14,0.0,0.5986956521739131,0.0,0.07661308776828736,0.0,0.10211401827013139,0.0,0.17874065386440074,0.0,neutral
0.49,0.0,1.42,0.0,1.56,0.0,0.03,0.0,1.08,0.0,0.37,0.0,0.2504347826086956,0.0,1.2708695652173911,0.0,1.0534782608695654,0.0,0.11076093259684716,0.0,0.0859657988799912,0.0,0.25284937477500447,0.0,neutral
0.37,0.0,1.34,0.0,1.29,0.0,0.01,0.0,1.07,0.0,0.65,0.0,0.24130434782608695,0.0,1.2078260869565218,0.0,1.0252173913043479,0.0,0.0996039588400019,0.0,0.07873756881618206,0.0,0.179794568762579,0.0,neutral
0.52,0.0,1.42,0.0,1.35,0.0,0.16,0.0,1.07,0.0,0.73,0.0,0.34782608695652173,0.0,1.235217391304348,0.0,1.08,0.0,0.0980239544814119,0.0,0.07768640721266913,0.0,0.1799242264752784,0.0,neutral
0.5,0.0,1.46,0.0,1.34,0.0,0.14,0.0,1.14,0.0,0.72,0.0,0.29043478260869565,0.0,1.3152173913043477,0.0,1.041304347826087,0.0,0.09017549863105655,0.0,0.07774489548969475,0.0,0.1643804995022244,0.0,neutral
0.69,0.0,1.38,0.0,1.28,0.0,0.21,0.0,1.13,0.0,0.47,0.0,0.4617391304347826,0.0,1.2691304347826087,0.0,0.8839130434782606,0.0,0.11436195226771102,0.0,0.06888152169936838,0.0,0.22155933189420646,0.0,neutral
0.38,0.0,1.51,0.63,1.63,0.14,0.0,0.0,1.17,0.0,0.74,0.0,0.15,0.0,1.316086956521739,0.15521739130434783,1.1078260869565215,0.011304347826086957,0.11708582710597773,0.0,0.09277240628327443,0.19810166272574178,0.21110007367767394,0.03388541491369875,neutral
0.32,0.0,1.33,0.0,1.3,0.0,0.03,0.0,1.0,0.0,0.73,0.0,0.16869565217391305,0.0,1.161304347826087,0.0,1.0143478260869565,0.0,0.07823649159184472,0.0,0.07521510654758408,0.0,0.14122277974104094,0.0,neutral
0.38,0.0,1.59,0.03,1.2,0.22,0.0,0.0,1.14,0.0,0.25,0.0,0.1308695652173913,0.0,1.3139130434782609,0.0013043478260869564,0.692608695652174,0.02521739130434783,0.10616937768911185,0.0,0.10452225210820304,0.006255432421712241,0.2463039030308317,0.06148684746404872,neutral
0.33,0.0,1.57,0.53,1.58,0.02,0.01,0.0,1.16,0.0,1.0,0.0,0.21304347826086958,0.0,1.3208695652173912,0.15043478260869564,1.3169565217391304,0.0008695652173913044,0.09734824005546906,0.0,0.11831825508418392,0.1780826738769886,0.14545960959563797,0.004170288281141495,neutral
0.0,0.0,0.0,0.0,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1382608695652174,0.01434782608695652,0.0,0.0,0.0,0.0,0.10696865190381048,0.031163219427063186,neutral
0.0,0.18,0.0,0.0,0.57,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02521739130434783,0.0,0.0,0.28521739130434776,0.043043478260869565,0.0,0.04581281730311958,0.0,0.0,0.14048194854006207,0.03611028342688493,neutral
0.0,0.16,0.0,0.0,0.63,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03695652173913044,0.0,0.0,0.27782608695652167,0.0865217391304348,0.0,0.057400885533927526,0.0,0.0,0.1191620944054065,0.06300134887821299,neutral
0.0,0.1,0.04,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.00391304347826087,0.0,0.0391304347826087,0.03217391304347826,0.0,0.020851441405707473,0.009409439377939295,0.0,0.06953828530047058,0.0369220951019761,neutral
0.0,0.26,0.0,0.19,0.63,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05478260869565217,0.0,0.0191304347826087,0.2595652173913044,0.05913043478260871,0.0,0.08958843093012477,0.0,0.04378802695198569,0.2248732625051794,0.06338289441440668,neutral
0.0,0.09,0.0,0.16,0.42,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007391304347826088,0.0,0.022608695652173914,0.10782608695652174,0.05826086956521741,0.0,0.021366369348357592,0.0,0.047118553699862196,0.13547748963436124,0.061322706302807575,neutral
0.0,0.24,0.0,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.12347826086956523,0.07565217391304348,0.11565217391304349,0.0,0.056666279158560345,0.0,0.09340083198248163,0.09750646071631831,0.08742924864018081,neutral
0.0,0.23,0.0,0.27,0.72,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02826086956521739,0.0,0.07260869565217393,0.17217391304347826,0.09782608695652174,0.0,0.05741809771025188,0.0,0.0829686354377554,0.22160481865738818,0.05460240768410479,neutral
0.0,0.0,0.0,0.0,0.61,0.26,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.4282608695652175,0.11739130434782608,0.0,0.0,0.0,0.0,0.13513132245449386,0.07617070489751937,neutral
0.0,0.15,0.0,0.0,0.97,0.2,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.006521739130434782,0.0,0.0,0.5034782608695653,0.0817391304347826,0.0,0.03127716210856121,0.0,0.0,0.24246103146414297,0.06457217061080807,neutral
0.0,0.0,0.37,0.12,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18782608695652178,0.01652173913043478,0.0,0.0034782608695652175,0.0,0.0,0.08039428528645161,0.0351113418158673,0.0,0.013006535298622317,neutral
0.0,0.0,0.45,0.14,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.24695652173913046,0.021304347826086957,0.0,0.0013043478260869564,0.0,0.0,0.09047524938339846,0.03876553621993346,0.0,0.0045769658728016,neutral
0.0,0.0,0.28,0.27,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.16652173913043483,0.09782608695652176,0.0,0.002173913043478261,0.0,0.0,0.061393566116282154,0.07839042855181715,0.0,0.010425720702853736,neutral
0.0,0.0,0.39,0.46,0.0,0.3,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.2121739130434783,0.29869565217391303,0.0,0.09695652173913043,0.0,0.0,0.08485048463670083,0.07950439369368709,0.0,0.08406895344184037,neutral
0.0,0.92,0.25,0.44,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14956521739130432,0.04521739130434783,0.06434782608695652,0.0,0.05565217391304349,0.0,0.2827861103196607,0.06940458232300538,0.1281982160901456,0.0,0.04897365590122934,neutral
0.0,0.12,0.29,0.42,0.13,0.4,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.012608695652173915,0.11739130434782609,0.1691304347826087,0.01652173913043478,0.24695652173913046,0.0,0.03414106981659105,0.0758118119427278,0.10526646031848981,0.03832975294042878,0.07080284936540951,neutral
0.0,0.04,0.21,0.47,0.0,0.3,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.0017391304347826088,0.07086956521739132,0.2782608695652174,0.0,0.19869565217391302,0.0,0.00834057656228299,0.06815177203580661,0.10516878961127392,0.0,0.06975960981868617,neutral
0.98,1.55,0.22,1.38,0.92,0.78,0.55,0.76,0.0,0.65,0.0,0.46,0.7339130434782608,1.157826086956522,0.034782608695652174,0.8813043478260868,0.43086956521739134,0.6417391304347826,0.12213030040362562,0.2298607586767403,0.060892570469146076,0.16695955819043798,0.2581562783114533,0.11080909767019229,neutral
0.87,1.3,0.1,1.06,0.62,0.81,0.17,0.45,0.0,0.53,0.0,0.55,0.48260869565217396,0.8334782608695654,0.019130434782608695,0.8043478260869567,0.20608695652173914,0.6856521739130436,0.1702996661317484,0.18199921817145195,0.03666966091499284,0.1230235042936741,0.19109110465084408,0.06465475353096782,neutral
0.89,1.08,0.0,0.76,0.47,1.14,0.26,0.45,0.0,0.16,0.0,0.57,0.5256521739130434,0.7721739130434785,0.0,0.46565217391304353,0.19956521739130434,0.9121739130434782,0.16073202110561435,0.17840088976895754,0.0,0.16876088751292523,0.14549221350204045,0.1286982560360449,neutral
0.82,1.06,0.0,0.5,0.41,0.98,0.26,0.41,0.0,0.0,0.0,0.61,0.4991304347826087,0.7334782608695652,0.0,0.21826086956521737,0.17130434782608697,0.7526086956521738,0.12515129184232326,0.1884291208832593,0.0,0.1599332864868418,0.1400098810742262,0.1154523668525583,neutral
0.62,1.13,0.0,0.48,0.37,0.88,0.25,0.32,0.0,0.0,0.0,0.36,0.44826086956521743,0.8043478260869565,0.0,0.2147826086956522,0.08086956521739132,0.6391304347826087,0.10039251031069109,0.2473831420536412,0.0,0.12961023967746146,0.10103613410684771,0.12224837026161353,neutral
0.74,1.29,0.0,0.64,0.52,0.75,0.12,0.54,0.0,0.06,0.0,0.3,0.4321739130434783,0.8308695652173913,0.0,0.27956521739130435,0.14652173913043476,0.5478260869565217,0.17619608193299174,0.20788792967449513,0.0,0.15700255530258575,0.15319650766409237,0.12358127696301847,neutral
0.69,1.19,0.0,1.54,1.15,1.43,0.17,0.78,0.0,1.1,0.66,0.78,0.5186956521739131,0.9747826086956521,0.0,1.2969565217391303,0.9291304347826086,1.2156521739130435,0.14062536780803897,0.12298815778977151,0.0,0.13175165283105716,0.13691115378821606,0.17395992451127465,neutral
1.11,2.39,0.0,0.95,0.22,0.9,0.6,0.0,0.0,0.0,0.0,0.08,0.8704347826086957,1.4269565217391305,0.0,0.1843478260869565,0.009565217391304347,0.3834782608695652,0.13005167717172228,0.6516931429508599,0.0,0.25713148541264613,0.045873171092556446,0.22586417269219322,neutral
0.94,1.89,0.0,0.09,0.07,0.34,0.43,1.27,0.0,0.0,0.0,0.06,0.6947826086956521,1.563043478260869,0.0,0.003913043478260869,0.0030434782608695656,0.2317391304347826,0.11163534652109686,0.177006286036521,0.0,0.01876629726513673,0.014596008983995238,0.06665052505508548,neutral
0.84,2.2,0.0,0.96,0.57,0.95,0.27,1.35,0.0,0.15,0.0,0.03,0.5804347826086956,1.7356521739130435,0.0,0.5295652173913045,0.12869565217391304,0.5313043478260869,0.16595394379902695,0.21729381213121055,0.0,0.24200823165694862,0.17659157675335807,0.24316669082275988,neutral
0.68,1.67,0.16,2.16,1.49,1.42,0.19,0.79,0.0,1.42,0.58,0.88,0.3926086956521739,1.3717391304347828,0.023043478260869565,1.787391304347826,0.936086956521739,1.1608695652173915,0.1310869729088408,0.21814615980019705,0.04752365751618257,0.15542368461444492,0.21016744688753608,0.14022426983158934,neutral
0.62,1.33,0.0,1.89,1.25,1.17,0.05,0.8,0.0,1.37,0.51,0.72,0.3895652173913043,1.0969565217391304,0.0,1.6282608695652172,0.8247826086956521,0.9613043478260871,0.13316013124565357,0.16321861476416716,0.0,0.15384916385015324,0.19455939885750692,0.12945003767077254,neutral
0.63,1.37,0.0,1.7,1.2,1.35,0.14,0.71,0.0,1.1,0.66,0.86,0.45521739130434785,1.012173913043478,0.0,1.3291304347826087,0.9191304347826087,1.0778260869565217,0.11575324716503209,0.16752086767540145,0.0,0.1500276654329358,0.15429938559585035,0.11500816262490124,neutral
0.79,1.29,0.0,1.61,1.4,1.46,0.0,0.52,0.0,1.15,0.9,0.87,0.39652173913043476,0.968695652173913,0.0,1.3621739130434785,1.0595652173913044,1.0982608695652174,0.2070706663667387,0.19077126589014412,0.0,0.13941294193670348,0.12088605682698837,0.15674681884297142,neutral
0.56,1.47,0.0,1.49,1.12,1.26,0.05,0.72,0.0,1.04,0.71,0.89,0.3939130434782609,0.9943478260869564,0.0,1.3330434782608696,0.9347826086956523,1.0517391304347825,0.11280470373956376,0.15450290044222242,0.0,0.12043235681979306,0.10569551315915111,0.09759155020767302,neutral
0.71,1.16,0.0,1.62,1.26,1.34,0.19,0.41,0.0,0.99,0.68,0.7,0.44739130434782615,0.8356521739130436,0.0,1.2500000000000002,0.9839130434782608,1.0378260869565217,0.14604536627999434,0.17469001342524945,0.0,0.14068016594711955,0.1671074540101989,0.1729413069575164,neutral
