AU09_r_max,AU14_r_max,AU15_r_max,AU17_r_max,AU20_r_max,AU23_r_max,AU09_r_min,AU14_r_min,AU15_r_min,AU17_r_min,AU20_r_min,AU23_r_min,AU09_r_mean,AU14_r_mean,AU15_r_mean,AU17_r_mean,AU20_r_mean,AU23_r_mean,AU09_r_sd,AU14_r_sd,AU15_r_sd,AU17_r_sd,AU20_r_sd,AU23_r_sd,type
0.66,1.4,0.07,1.58,1.29,1.36,0.04,0.53,0.0,0.96,0.62,0.87,0.3839130434782609,0.9208695652173913,0.00391304347826087,1.2808695652173914,0.9286956521739128,1.130869565217391,0.18944270254989268,0.17799165055694097,0.01499670583063998,0.14647100375402453,0.1496451666086415,0.1444082924928879,neutral
0.67,1.15,0.0,1.5,1.24,1.65,0.11,0.66,0.0,1.08,0.75,0.95,0.3721739130434783,0.9513043478260869,0.0,1.3056521739130433,0.96,1.2665217391304349,0.15632008309697973,0.12337320866622864,0.0,0.12858764563011352,0.1317366519027467,0.16402906326879374,neutral
0.58,1.5,0.0,1.47,1.1,1.63,0.02,0.66,0.0,0.51,0.0,0.91,0.28695652173913044,1.058695652173913,0.0,1.16,0.767391304347826,1.32,0.14420423592973633,0.21617131985000157,0.0,0.24474476501040834,0.36761167000103334,0.15713341175863613,neutral
0.0,0.0,0.87,0.11,0.74,0.0,0.0,0.0,0.53,0.0,0.13,0.0,0.0,0.0,0.6704347826086956,0.010434782608695651,0.45260869565217393,0.0,0.0,0.0,0.08303768371646723,0.026539552107881486,0.1351839619086238,0.0,neutral
0.0,0.0,0.96,0.31,1.22,0.0,0.0,0.0,0.56,0.0,0.26,0.0,0.0,0.0,0.7630434782608695,0.05695652173913044,0.6656521739130434,0.0,0.0,0.0,0.10797452488302699,0.08363528956175767,0.22876796674511854,0.0,neutral
0.0,0.0,1.09,0.53,1.04,0.09,0.0,0.0,0.35,0.0,0.14,0.0,0.0,0.0,0.8230434782608695,0.21391304347826087,0.527391304347826,0.006086956521739131,0.0,0.0,0.1713432170344523,0.16626209130151276,0.24115663320574543,0.021049536905893416,neutral
0.0,0.0,1.12,0.55,1.06,0.21,0.0,0.0,0.73,0.08,0.0,0.0,0.0,0.0,0.9082608695652172,0.30521739130434783,0.5491304347826087,0.02,0.0,0.0,0.10607253838392616,0.12731027114235488,0.31921655578332087,0.04871064845315932,neutral
0.0,0.0,1.07,0.86,1.3,0.07,0.0,0.0,0.59,0.05,0.07,0.0,0.0,0.0,0.7965217391304348,0.3713043478260869,0.6934782608695652,0.005217391304347826,0.0,0.0,0.1138024083325678,0.21418565328038722,0.2957826089861541,0.016478516376673132,neutral
0.0,0.0,0.87,0.42,1.23,0.06,0.0,0.0,0.47,0.0,0.08,0.0,0.0,0.0,0.6182608695652173,0.16391304347826088,0.751304347826087,0.006521739130434782,0.0,0.0,0.10869691698868855,0.1502343360594551,0.25581073166460905,0.017479519353744963,neutral
0.0,0.0,1.0,0.62,1.25,0.24,0.0,0.0,0.29,0.0,0.27,0.0,0.0,0.0,0.6330434782608696,0.26913043478260873,0.812608695652174,0.01652173913043478,0.0,0.0,0.1845986994588457,0.1528490950244795,0.26016109329875436,0.05131087919837928,neutral
0.0,0.0,0.89,0.74,1.22,0.2,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.5956521739130436,0.32217391304347825,0.721304347826087,0.02565217391304348,0.0,0.0,0.1502672191602353,0.23393776409625644,0.26353030441274394,0.057668810457687986,neutral
0.0,0.0,1.17,0.94,1.13,0.26,0.0,0.0,0.71,0.24,0.16,0.0,0.0,0.0,0.8817391304347825,0.6130434782608695,0.7478260869565218,0.04956521739130435,0.0,0.0,0.12305402264907304,0.15339890904580347,0.23891718842498788,0.07264347939639339,neutral
0.0,0.0,0.86,0.44,1.01,0.0,0.0,0.0,0.46,0.0,0.27,0.0,0.0,0.0,0.6245454545454545,0.10500000000000002,0.6568181818181819,0.0,0.0,0.0,0.1143398140351517,0.1267449632698898,0.18208805728564575,0.0,neutral
0.18,0.0,0.97,0.28,1.42,0.0,0.0,0.0,0.41,0.0,0.11,0.0,0.007826086956521738,0.0,0.6013043478260871,0.05043478260869566,0.5178260869565218,0.0,0.03753259453027346,0.0,0.14611030539928907,0.09072827868619401,0.2527477456376242,0.0,neutral
0.0,0.0,0.95,0.52,0.96,0.0,0.0,0.0,0.36,0.0,0.43,0.0,0.0,0.0,0.7243478260869566,0.09956521739130435,0.6604347826086957,0.0,0.0,0.0,0.17898263214260665,0.1351254723604414,0.15589851771613147,0.0,neutral
0.17,0.0,0.94,0.24,1.0,0.0,0.0,0.0,0.55,0.0,0.33,0.0,0.012608695652173915,0.0,0.7617391304347826,0.041739130434782605,0.6786956521739131,0.0,0.04244969121895919,0.0,0.11296226940133769,0.06603388757524727,0.16820724089446346,0.0,neutral
0.15,0.0,0.98,0.18,0.81,0.0,0.0,0.0,0.53,0.0,0.26,0.0,0.014347826086956523,0.0,0.7965217391304347,0.019565217391304346,0.5643478260869567,0.0,0.04208498835759954,0.0,0.1157430027593333,0.044464312642997515,0.1677342618807966,0.0,neutral
0.25,0.0,1.1,0.1,1.13,0.0,0.0,0.0,0.54,0.0,0.25,0.0,0.04695652173913044,0.0,0.8273913043478259,0.015217391304347825,0.7052173913043479,0.0,0.08551633456984034,0.0,0.12785707188122028,0.029675451320362325,0.2157622758588592,0.0,neutral
0.42,0.0,0.72,0.61,1.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.11285714285714286,0.0,0.47928571428571426,0.22571428571428573,0.4735714285714286,0.0,0.1542439911024374,0.0,0.1648525814974507,0.2109215780519198,0.3866743241631554,0.0,neutral
0.08,0.0,0.86,0.97,0.92,0.13,0.0,0.0,0.07,0.33,0.0,0.0,0.0034782608695652175,0.0,0.6904347826086957,0.5608695652173913,0.4860869565217391,0.005652173913043478,0.01668115312456598,0.0,0.1791768618602496,0.17984622328984434,0.23013314585720673,0.027106873827419716,neutral
0.23,0.0,0.53,0.29,1.55,0.43,0.0,0.0,0.0,0.0,0.26,0.0,0.03304347826086956,0.0,0.1895652173913044,0.07782608695652174,0.8634782608695654,0.12391304347826085,0.0705455869767715,0.0,0.17415975583744853,0.08129388446970602,0.24603415682402857,0.1121581322968433,neutral
0.28,0.0,0.94,0.77,1.37,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.035217391304347825,0.0,0.4665217391304349,0.21739130434782608,0.8504347826086956,0.010869565217391304,0.0811210972008342,0.0,0.3060541944827326,0.23252013385558967,0.2863481393636006,0.0317537461609952,neutral
0.09,0.0,1.36,0.78,1.44,0.29,0.0,0.0,0.41,0.0,0.3,0.0,0.003913043478260869,0.0,0.7104347826086955,0.43260869565217397,0.7408695652173912,0.04956521739130435,0.01876629726513673,0.0,0.2901171904415927,0.22931156635983968,0.29446273175948245,0.08859911044441418,neutral
0.0,0.0,1.27,1.08,0.75,0.25,0.0,0.0,0.57,0.19,0.0,0.0,0.0,0.0,0.8843478260869565,0.5986956521739131,0.3556521739130435,0.08217391304347826,0.0,0.0,0.17320051666300543,0.2000296420721436,0.20103880419091694,0.0908023088282316,neutral
0.0,0.0,1.27,1.19,1.73,0.17,0.0,0.0,0.69,0.27,0.0,0.0,0.0,0.0,0.9381818181818183,0.6336363636363637,0.4904545454545454,0.022272727272727274,0.0,0.0,0.1576504984250911,0.26871024320854386,0.37635440836084366,0.047402211941740616,neutral
0.0,0.0,2.2,1.34,1.52,0.13,0.0,0.0,0.74,0.18,0.0,0.0,0.0,0.0,1.1504347826086956,0.6165217391304347,0.4339130434782609,0.03130434782608695,0.0,0.0,0.3084930861295328,0.2506647289191495,0.32103156359170415,0.04372479511112523,neutral
0.0,0.0,1.93,1.28,0.56,0.35,0.0,0.0,0.68,0.16,0.0,0.0,0.0,0.0,0.9995652173913044,0.6730434782608695,0.2004347826086956,0.12782608695652176,0.0,0.0,0.2574256867325468,0.24684251112084138,0.16611820164267385,0.11866517149063235,neutral
0.18,0.0,1.33,1.25,0.74,0.22,0.0,0.0,0.87,0.25,0.0,0.0,0.007826086956521738,0.0,1.0613043478260866,0.6004347826086956,0.4126086956521739,0.059565217391304354,0.03753259453027346,0.0,0.13625858931478535,0.28096389708012415,0.2613290748759006,0.07801388343048396,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005652173913043478,0.0,0.0,0.0,0.0,0.0,0.017535959666437558,0.0,0.0,0.0,neutral
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013636363636363635,0.0,0.0,0.0,0.0,0.0,0.006396021490668313,0.0,0.0,0.0,neutral
0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012608695652173915,0.0,0.0,0.0,0.0,0.0,0.030632334565759377,0.0,0.0,0.0,neutral
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.048107023544236384,0.0,0.0,0.0,neutral
0.0,0.0,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04045454545454546,0.0,0.0,0.0009090909090909091,0.0,0.0,0.04715498991191785,0.0,0.0,0.00426401432711221,neutral
0.0,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364,0.022727272727272728,0.0,0.0,0.0,0.0,0.017056057308448835,0.04377233505328812,0.0,0.0,0.0,neutral
0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005652173913043478,0.0,0.0,0.0008695652173913044,0.0,0.0,0.021495472452783628,0.0,0.0,0.0028810406552003042,neutral
0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013636363636363636,0.0,0.0,0.00045454545454545455,0.0,0.0,0.026645012853378586,0.0,0.0,0.002132007163556105,neutral
0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01652173913043478,0.0,0.0,0.006086956521739131,0.0,0.0,0.030242759562064663,0.0,0.0,0.029192017967990477,neutral
0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011818181818181818,0.0,0.0,0.00045454545454545455,0.0,0.0,0.023018908094654053,0.0,0.0,0.002132007163556105,neutral
0.0,0.0,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005217391304347826,0.0,0.0,0.0034782608695652175,0.0,0.0,0.014100149972571635,0.0,0.0,0.014650068461575658,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002272727272727273,0.0,0.0,0.0,0.0,0.0,0.007516216235148273,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045454545454545455,0.0,0.0,0.0,0.0,0.0,0.002132007163556105,0.0,0.0,0.0,neutral
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003913043478260869,0.0,0.0,0.0,0.0,0.0,0.013052039351200886,0.0,0.0,0.0,neutral
0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008181818181818182,0.0,0.0,0.0,0.0,0.0,0.023018908094654057,0.0,0.0,0.0,neutral
0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017391304347826088,0.0,0.0,0.0,0.0,0.0,0.006503267649311159,0.0,0.0,0.0,neutral
0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.011609591237233641,0.0,0.0,0.0,neutral
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045454545454545455,0.0,0.0,0.0,0.0,0.0,0.002132007163556105,0.0,0.0,0.0,neutral
0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739130434782608,0.0,0.0,0.0,0.0,0.0,0.12314874196767644,0.0,0.0,0.0,0.0,neutral
