AU01_r_max,AU02_r_max,AU04_r_max,AU05_r_max,AU06_r_max,AU07_r_max,AU09_r_max,AU10_r_max,AU12_r_max,AU14_r_max,AU15_r_max,AU17_r_max,AU20_r_max,AU23_r_max,AU25_r_max,AU26_r_max,AU45_r_max,AU01_r_min,AU02_r_min,AU04_r_min,AU05_r_min,AU06_r_min,AU07_r_min,AU09_r_min,AU10_r_min,AU12_r_min,AU14_r_min,AU15_r_min,AU17_r_min,AU20_r_min,AU23_r_min,AU25_r_min,AU26_r_min,AU45_r_min,AU01_r_mean,AU02_r_mean,AU04_r_mean,AU05_r_mean,AU06_r_mean,AU07_r_mean,AU09_r_mean,AU10_r_mean,AU12_r_mean,AU14_r_mean,AU15_r_mean,AU17_r_mean,AU20_r_mean,AU23_r_mean,AU25_r_mean,AU26_r_mean,AU45_r_mean,AU01_r_sd,AU02_r_sd,AU04_r_sd,AU05_r_sd,AU06_r_sd,AU07_r_sd,AU09_r_sd,AU10_r_sd,AU12_r_sd,AU14_r_sd,AU15_r_sd,AU17_r_sd,AU20_r_sd,AU23_r_sd,AU25_r_sd,AU26_r_sd,AU45_r_sd,type
1.29,0.06,1.6,1.01,0.0,0.0,0.0,0.03,0.0,0.0,0.86,0.22,0.89,0.64,0.0,0.0,2.46,0.59,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.04,0.19,0.0,0.0,0.0,1.030967741935484,0.001935483870967742,1.3129032258064517,0.6161290322580645,0.0,0.0,0.0,0.000967741935483871,0.0,0.0,0.6532258064516129,0.03548387096774194,0.44290322580645164,0.43419354838709684,0.0,0.0,0.08741935483870968,0.16094211876136666,0.010776318121606494,0.18855933722813617,0.23953673927472083,0.0,0.0,0.0,0.005388159060803248,0.0,0.0,0.10419171741791486,0.054334685648452306,0.22372890661672212,0.12260435537528529,0.0,0.0,0.44261320768014056,up
1.19,0.01,1.61,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.22,0.93,0.62,0.0,0.0,0.0,0.66,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.14,0.21,0.0,0.0,0.0,0.9806451612903225,0.0003225806451612903,1.234516129032258,0.46903225806451615,0.0,0.0,0.0,0.0,0.0,0.0,0.5606451612903227,0.026774193548387098,0.4703225806451613,0.4445161290322581,0.0,0.0,0.0,0.1252447067110614,0.0017960530202677492,0.17038855027411945,0.2131565127429401,0.0,0.0,0.0,0.0,0.0,0.0,0.10529119886837543,0.050225298855868336,0.18865283584700837,0.10500281614247048,0.0,0.0,0.0,up
1.45,1.09,0.0,1.02,0.0,0.57,0.17,0.16,0.0,0.0,1.42,0.0,1.32,0.07,0.0,0.0,0.04,0.73,0.59,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.6,0.0,0.0,0.0,0.0,1.133225806451613,0.899032258064516,0.0,0.6529032258064517,0.0,0.12258064516129032,0.026129032258064518,0.021612903225806453,0.0,0.0,1.1716129032258065,0.0,0.9609677419354841,0.003225806451612903,0.0,0.0,0.0012903225806451613,0.17560157738042853,0.13442110049417288,0.0,0.2195175550821558,0.0,0.15566990164951575,0.05401712193708205,0.045905466209994965,0.0,0.0,0.0967848739626032,0.0,0.16935868915233682,0.01275071155509724,0.0,0.0,0.007184212081070996,up
1.02,1.22,0.19,0.89,0.0,0.88,0.15,0.25,0.0,0.0,1.44,0.0,1.03,0.0,0.29,0.0,0.61,0.43,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.46,0.0,0.0,0.0,0.0,0.7354838709677419,0.9883870967741933,0.017096774193548388,0.36774193548387096,0.0,0.35,0.026774193548387098,0.023870967741935485,0.0,0.0,1.2361290322580643,0.0,0.6693548387096773,0.0,0.03064516129032258,0.0,0.022903225806451613,0.14827539039857376,0.11042634873355028,0.04188822813051393,0.19168915249120302,0.0,0.20914110069520053,0.045194918355510844,0.06157258152537479,0.0,0.0,0.10144546710276872,0.0,0.13647797096652553,0.0,0.06371475411922359,0.0,0.11042926992384756,up
1.42,1.44,0.0,1.62,0.0,0.72,0.4,0.24,0.0,0.0,1.26,0.0,1.12,0.0,0.3,0.0,1.58,0.57,0.76,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.29,0.0,0.03,0.0,0.09,1.0029032258064516,1.0977419354838711,0.0,0.8909677419354838,0.0,0.2519354838709677,0.21387096774193548,0.05387096774193549,0.0,0.0,1.0870967741935484,0.0,0.727741935483871,0.0,0.1996774193548387,0.0,0.4545161290322581,0.18565547928689666,0.16495877621230814,0.0,0.28480817917456513,0.0,0.21347005027776475,0.09649447028560199,0.07770360006052224,0.0,0.0,0.07156319111513015,0.0,0.22690247064057215,0.0,0.08372510061575489,0.0,0.31351596141905774,up
1.18,1.46,0.25,1.18,0.0,0.87,0.49,0.48,0.0,0.0,1.46,0.0,1.56,0.0,0.35,0.0,1.87,0.55,0.93,0.0,0.37,0.0,0.0,0.03,0.0,0.0,0.0,1.06,0.0,0.37,0.0,0.03,0.0,0.31,0.9264516129032259,1.1816129032258065,0.01129032258064516,0.8387096774193549,0.0,0.38290322580645164,0.2687096774193548,0.21,0.0,0.0,1.289032258064516,0.0,0.9693548387096774,0.0,0.23290322580645154,0.0,0.6032258064516128,0.15032294983571812,0.11944585312164248,0.04660056762772108,0.21982935708535184,0.0,0.25146495512479267,0.10200463830904523,0.14371267631400278,0.0,0.0,0.09399839852216198,0.0,0.2698633664637344,0.0,0.06679289125783257,0.0,0.28806697249973195,up
1.27,1.38,0.04,1.0,0.0,1.05,0.44,0.33,0.0,0.0,1.44,0.0,1.34,0.0,0.45,0.0,0.82,0.55,0.93,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.0,1.13,0.0,0.87,0.0,0.09,0.0,0.41,0.9329032258064517,1.0912903225806454,0.0012903225806451613,0.5912903225806452,0.0,0.3545161290322581,0.27903225806451615,0.11548387096774194,0.0,0.0,1.2774193548387094,0.0,1.1312903225806452,0.0,0.2609677419354839,0.0,0.6112903225806451,0.1402900221775613,0.10760241433114996,0.007184212081070997,0.21111990172228154,0.0,0.27102077054077633,0.0926050696491892,0.10128635017208781,0.0,0.0,0.07801571388446837,0.0,0.12010389767430174,0.0,0.08692352342565954,0.0,0.08766382513077524,up
0.98,1.22,0.01,1.49,0.0,0.49,0.42,0.14,0.0,0.0,1.36,0.0,1.46,0.0,0.32,0.0,1.85,0.55,0.85,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.65,0.0,0.06,0.0,0.39,0.7570967741935484,1.036451612903226,0.0003225806451612903,0.49838709677419357,0.0,0.06451612903225806,0.19096774193548388,0.01,0.0,0.0,1.1270967741935483,0.0,1.0690322580645162,0.0,0.1906451612903226,0.0,0.6593548387096776,0.11869269981446758,0.09603986627426393,0.0017960530202677492,0.28362060073501416,0.0,0.12162342728486206,0.11079575318906038,0.029325756597230357,0.0,0.0,0.10627616692332283,0.0,0.17861233325668707,0.0,0.062125436758811756,0.0,0.28280659449962103,up
1.05,1.2,0.21,1.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.0,0.03,1.24,0.61,0.71,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.8282608695652174,0.9121739130434783,0.04130434782608696,0.5226086956521737,0.0,0.0008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.13782608695652174,0.01173913043478261,0.0,0.0034782608695652175,1.077391304347826,0.10928079652948443,0.11774226559192487,0.06426538357227551,0.26409738891181705,0.0,0.0028810406552003042,0.0,0.0,0.0,0.0,0.0,0.0,0.09443403285502966,0.023865565515849486,0.0,0.008316847989130755,0.1179451872425318,up
1.25,1.05,0.14,0.87,0.0,0.15,0.0,0.0,0.0,0.09,0.0,0.16,0.42,0.19,0.0,0.3,0.91,0.84,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.078064516129032,0.8848387096774192,0.020645161290322584,0.4619354838709678,0.0,0.005161290322580645,0.0,0.0,0.0,0.005806451612903225,0.0,0.016774193548387096,0.08774193548387098,0.05,0.0,0.016774193548387096,0.7880645161290323,0.09964668767997958,0.08801026333111897,0.03660013514282589,0.23302960262362535,0.0,0.026940795304016236,0.0,0.0,0.0,0.019282840998910075,0.0,0.04158421950485493,0.1298386094970561,0.05779273310719957,0.0,0.058159957403365485,0.06794210058761847,up
